vint_moyy,fico_bkt,fico_bkt_coupon
202011,<540,0.20709288581401145
202012,540-580,0.18638776998597475
202012,580-620,0.16916158245524948
202012,620-660,0.15362325957649298
202012,660-700,0.1413143495808755
202012,700-740,0.12694514517218097
202012,740+,0.08950222878228782
202012,<540,0.21021026668941203
202101,540-580,0.1890475820256776
202101,580-620,0.170597657432018
202101,620-660,0.15530967216352326
202101,660-700,0.1428920944838886
202101,700-740,0.13135684052757793
202101,740+,0.09170407566024268
202101,<540,0.21420105940252115
202102,540-580,0.19036507238700565
202102,580-620,0.17078310617123696
202102,620-660,0.15311607117794487
202102,660-700,0.141230465679677
202102,700-740,0.12720766666666666
202102,740+,0.09277332619557459
202102,<540,0.21402830670080342
202103,540-580,0.18902497485632183
202103,580-620,0.17041387795407378
202103,620-660,0.15256375078154308
202103,660-700,0.13902988436221314
202103,700-740,0.1275878333955921
202103,740+,0.08801805309734513
202103,<540,0.21266416823006348
202104,540-580,0.18577849274333144
202104,580-620,0.16730295301744835
202104,620-660,0.1485524345787324
202104,660-700,0.1318694069128044
202104,700-740,0.11867306321595247
202104,740+,0.08137293534686173
202104,<540,0.21121594335764432
202105,540-580,0.1804596290588883
202105,580-620,0.16253955184743743
202105,620-660,0.1487169252051135
202105,660-700,0.1337729289303661
202105,700-740,0.12094950811843362
202105,740+,0.08308747706422019
202105,<540,0.20620800770194403
202106,540-580,0.18225342851787055
202106,580-620,0.16386003364306312
202106,620-660,0.15121609399809463
202106,660-700,0.13632421840958606
202106,700-740,0.12245583140877599
202106,740+,0.08612437052932762
202106,<540,0.20717871663189427
202107,540-580,0.18663141790551702
202107,580-620,0.16792374118300474
